par_id,art_id,keyword,country_code,text,label
10180,@@25282266,migrant,za,"TRIPOLI/GENEVA - Survivors have reported that about 220 migrants drowned off the coast of Libya in the last few days while trying to reach Europe , putting the death toll this year on that route to more than 1,000 , the United Nations said on Thursday .",0
8522,@@23337429,women,jm,""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , "" he said .",3
1009,@@22152320,vulnerable,gh,"A Deputy Governor in Zamfara State in Nigerian , Malam Ibrahim Wakkala Muhammad , has promised to sponsor the marriage ceremony of 100 vulnerable couples across the state .",4
9030,@@16429514,migrant,au,"The United States "" does n't have the luxury "" of deporting millions of undocumented migrants as President-elect Donald Trump has threatened , Guatemala 's president has argued .",0
1729,@@17323428,immigrant,bd,"Using "" non-mainstream "" English language in the West is the biggest argument used against employing new immigrants .",0
7112,@@4630656,poor-families,my,"Soldiers in an armed vehicle keep watch during the Lahad Datu intrusion by militants from the southern Philippines last year . National Defence University Prof Dr Aruna Gopinath says because of weak enforcement , foreigners can enter the country easily . -- Malay Mail picPETALING JAYA , May 4 -- Porous borders , weak enforcement , and vulnerable youths from poor families . These are among the factors leading to the rise in the number of militants in the country , says a political analyst .",0
3828,@@25809472,migrant,sg,"TORONTO : A close-knit vibrant immigrant community of Toronto 's Thorncliffe Park neighbourhood , where Faisal Hussain grew up and went to school , is struggling to square the image of the quiet , skinny boy they knew with the man who went on a shooting spree late on Sunday , killing two and wounding 13 .",0
5567,@@4127836,poor-families,au,The Prime Minister Julia Gillard says she wants to improve the educational opportunities for children from poor families . And the budget will provide financial incentives for low income families to keep their teenage children at school or in training .,3
8879,@@4705002,women,my,"At the same time , she added the NGOs were reaching out to single mothers and women in remote areas to improve their livelihood .",0
8562,@@1581429,women,ca,The airport security issue has flared amid debates in France and in Quebec about wearing veils in public places . A poll last week showed a majority of Canadians wanted a burka ban . It was inspired by the new legislation in France aimed at banning veils worn by Muslim women .,0
8773,@@19879938,migrant,nz,"One of the changes will see a proportion of migrant workers being required to leave the country for two years after any three-year stint . "" It does n't make any sense . You just trained them up and then you have to send them back . """,0
3388,@@4665772,hopeless,pk,"He was telling everyone abroad how hopeless the situation in Pakistan was . He was telling everyone what problems his countrymen faced . Instead of keeping up appearances like you 're supposed to , he was spilling all the beans .",0
8178,@@17441483,immigrant,my,"According to a source , all the suspects were believed to be accepting bribes ranging from RM200 and RM5,000 to protect illegal immigrants .",0
5264,@@1003173,immigrant,au,"@Bruisers ... Fair enough , India has had problems lately with fast bowlers ... But Sandhu went through the junior ranks in Sydney ( take your word on where he was born ) as did Khawaja &amp; is about as Indian as Khawaja is Pakistani - not ... You may as well ask for Starc or Cummins to bowl for India ... Its where you grow up &amp; learn your skills that is much more important to me than where people are born - Oz is a land of immigrants &amp; will be for years to come &amp; I 'm proud of all our ethnicities &amp; cultures ... FYI : Hindi is the 10th most common second language spoken in Oz - if you added Punjabi , Bengali , Urdu , Tamil , Sinhalese then it would be between 2nd-4th ...",0
10053,@@22606503,immigrant,ie,"Bannon thinks Trump will fall to 25th amendment , drafted by son of Irish immigrants",0
3630,@@17530017,vulnerable,ca,"This game is the latest in the long-running and growing strategy-RPG series , and comes hot on the heels of the recently released free-to-start game Fire Emblem Heroes on smart devices . Fire Emblem Echoes : Shadows of Valentia will see players take control of the two separate armies of Alm and Celica as their differing quests attempt to achieve the unified goal of bringing peace to the land of Valentia . Battles in the Fire Emblem series see players take their small force of recruited soldiers against increasingly powerful armies in turn-based battles that require careful tactical planning , as mistakes or failed attacks will see units become exposed and vulnerable to enemy attack .",0
